class,class_index,start_frame,stop_frame,video_id,point
Billiards,2,3426,3477,video_validation_0000058,3451
Billiards,2,3711,3786,video_validation_0000058,3747
Billiards,2,147,201,video_validation_0000059,173
Billiards,2,768,816,video_validation_0000059,790
Billiards,2,1278,1329,video_validation_0000059,1301
Billiards,2,2055,2109,video_validation_0000059,2081
Billiards,2,2484,2532,video_validation_0000059,2506
Billiards,2,2724,2739,video_validation_0000059,2730
Billiards,2,3126,3144,video_validation_0000059,3134
Billiards,2,3363,3390,video_validation_0000059,3374
Billiards,2,3690,3741,video_validation_0000059,3713
Billiards,2,3978,4020,video_validation_0000059,3997
Billiards,2,4365,4392,video_validation_0000059,4377
Billiards,2,5118,5160,video_validation_0000059,5138
Billiards,2,5499,5514,video_validation_0000059,5506
Billiards,2,6021,6135,video_validation_0000059,6078
Billiards,2,6402,6450,video_validation_0000059,6424
Billiards,2,717,936,video_validation_0000060,826
Billiards,2,1506,1698,video_validation_0000060,1600
Billiards,2,1803,1905,video_validation_0000060,1855
Billiards,2,2211,2301,video_validation_0000060,2256
Billiards,2,3030,3150,video_validation_0000060,3088
Billiards,2,3696,3837,video_validation_0000060,3764
Billiards,2,4005,4092,video_validation_0000060,4046
Billiards,2,4248,4359,video_validation_0000060,4303
Billiards,2,4476,4563,video_validation_0000060,4517
CleanAndJerk,3,306,687,video_validation_0000151,496
CleanAndJerk,3,384,852,video_validation_0000152,617
CleanAndJerk,3,1680,1878,video_validation_0000152,1778
CleanAndJerk,3,2943,3744,video_validation_0000152,3342
CleanAndJerk,3,129,327,video_validation_0000153,227
CleanAndJerk,3,489,633,video_validation_0000153,559
CleanAndJerk,3,855,1104,video_validation_0000153,978
CleanAndJerk,3,1686,2190,video_validation_0000153,1938
CleanAndJerk,3,2571,3030,video_validation_0000153,2799
CleanAndJerk,3,3642,4248,video_validation_0000153,3946
CleanAndJerk,3,162,348,video_validation_0000154,252
CleanAndJerk,3,390,591,video_validation_0000154,488
CleanAndJerk,3,642,879,video_validation_0000154,759
CleanAndJerk,3,1068,1356,video_validation_0000155,1209
CleanAndJerk,3,105,321,video_validation_0000156,213
CleanAndJerk,3,585,816,video_validation_0000156,698
CleanAndJerk,3,3504,3645,video_validation_0000156,3574
CleanAndJerk,3,3816,4002,video_validation_0000156,3909
CleanAndJerk,3,4347,4542,video_validation_0000156,4443
CleanAndJerk,3,4944,5217,video_validation_0000156,5080
CleanAndJerk,3,5541,5787,video_validation_0000156,5662
CleanAndJerk,3,6783,7038,video_validation_0000156,6908
CleanAndJerk,3,9,288,video_validation_0000157,145
CleanAndJerk,3,321,1488,video_validation_0000157,904
CleanAndJerk,3,117,483,video_validation_0000158,298
CleanAndJerk,3,732,1038,video_validation_0000158,884
CleanAndJerk,3,1410,4953,video_validation_0000158,3181
CleanAndJerk,3,6456,6729,video_validation_0000158,6591
CleanAndJerk,3,7074,7326,video_validation_0000158,7199
CleanAndJerk,3,7470,7764,video_validation_0000158,7614
CleanAndJerk,3,7881,8184,video_validation_0000158,8033
CleanAndJerk,3,1056,1548,video_validation_0000159,1301
CleanAndJerk,3,2964,3696,video_validation_0000159,3330
CleanAndJerk,3,4014,4089,video_validation_0000159,4051
CleanAndJerk,3,6909,7383,video_validation_0000159,7145
CleanAndJerk,3,7995,8220,video_validation_0000159,8107
CleanAndJerk,3,11046,11658,video_validation_0000159,11351
CleanAndJerk,3,12006,12348,video_validation_0000159,12176
CleanAndJerk,3,1389,2019,video_validation_0000160,1701
CleanAndJerk,3,2847,3255,video_validation_0000160,3049
CleanAndJerk,3,7134,7656,video_validation_0000160,7394
CleanAndJerk,3,9036,9588,video_validation_0000160,9310
CliffDiving,4,339,423,video_validation_0000161,378
Diving,7,339,423,video_validation_0000161,379
CliffDiving,4,630,717,video_validation_0000161,671
Diving,7,630,717,video_validation_0000161,674
CliffDiving,4,792,882,video_validation_0000161,836
Diving,7,792,882,video_validation_0000161,837
CliffDiving,4,1527,1662,video_validation_0000161,1593
Diving,7,1527,1662,video_validation_0000161,1594
CliffDiving,4,1,84,video_validation_0000162,42
Diving,7,1,84,video_validation_0000162,43
CliffDiving,4,321,357,video_validation_0000162,337
Diving,7,321,357,video_validation_0000162,338
CliffDiving,4,1194,1293,video_validation_0000162,1240
Diving,7,1194,1293,video_validation_0000162,1243
CliffDiving,4,2016,2100,video_validation_0000162,2055
Diving,7,2016,2100,video_validation_0000162,2056
CliffDiving,4,2373,2469,video_validation_0000162,2418
Diving,7,2373,2469,video_validation_0000162,2419
CliffDiving,4,2526,2628,video_validation_0000162,2576
Diving,7,2526,2628,video_validation_0000162,2575
CliffDiving,4,2637,2721,video_validation_0000162,2677
Diving,7,2637,2721,video_validation_0000162,2679
CliffDiving,4,2751,2838,video_validation_0000162,2793
Diving,7,2751,2838,video_validation_0000162,2794
CliffDiving,4,3264,3384,video_validation_0000162,3322
Diving,7,3264,3384,video_validation_0000162,3323
CliffDiving,4,3462,3546,video_validation_0000162,3501
Diving,7,3462,3546,video_validation_0000162,3502
CliffDiving,4,3564,3660,video_validation_0000162,3612
Diving,7,3564,3660,video_validation_0000162,3608
CliffDiving,4,3678,3762,video_validation_0000162,3718
Diving,7,3678,3762,video_validation_0000162,3720
CliffDiving,4,3783,3969,video_validation_0000162,3875
Diving,7,3783,3969,video_validation_0000162,3876
CliffDiving,4,4305,4401,video_validation_0000162,4351
Diving,7,4305,4401,video_validation_0000162,4352
CliffDiving,4,4446,4539,video_validation_0000162,4489
Diving,7,4446,4539,video_validation_0000162,4491
CliffDiving,4,4575,4653,video_validation_0000162,4613
Diving,7,4575,4653,video_validation_0000162,4611
CliffDiving,4,4674,4755,video_validation_0000162,4713
Diving,7,4674,4755,video_validation_0000162,4714
CliffDiving,4,4923,5013,video_validation_0000162,4965
Diving,7,4923,5013,video_validation_0000162,4967
CliffDiving,4,5025,5097,video_validation_0000162,5060
Diving,7,5025,5097,video_validation_0000162,5061
CliffDiving,4,5103,5193,video_validation_0000162,5144
Diving,7,5103,5193,video_validation_0000162,5146
CliffDiving,4,5298,5388,video_validation_0000162,5341
Diving,7,5298,5388,video_validation_0000162,5342
CliffDiving,4,1116,1236,video_validation_0000163,1174
Diving,7,1116,1236,video_validation_0000163,1175
CliffDiving,4,1608,1728,video_validation_0000163,1665
Diving,7,1608,1728,video_validation_0000163,1666
CliffDiving,4,2820,2943,video_validation_0000163,2880
Diving,7,2820,2943,video_validation_0000163,2881
CliffDiving,4,3138,3219,video_validation_0000163,3176
Diving,7,3138,3219,video_validation_0000163,3177
CliffDiving,4,3837,3945,video_validation_0000163,3891
Diving,7,3837,3945,video_validation_0000163,3892
CliffDiving,4,4461,4710,video_validation_0000163,4583
Diving,7,4461,4710,video_validation_0000163,4584
CliffDiving,4,5184,5310,video_validation_0000163,5247
Diving,7,5184,5310,video_validation_0000163,5248
CliffDiving,4,2808,2871,video_validation_0000164,2838
Diving,7,2808,2871,video_validation_0000164,2839
CliffDiving,4,3069,3174,video_validation_0000164,3119
Diving,7,3069,3174,video_validation_0000164,3121
CliffDiving,4,3285,3354,video_validation_0000164,3318
Diving,7,3285,3354,video_validation_0000164,3319
CliffDiving,4,4005,4092,video_validation_0000164,4047
Diving,7,4005,4092,video_validation_0000164,4048
CliffDiving,4,1221,1377,video_validation_0000165,1298
Diving,7,1221,1377,video_validation_0000165,1300
CliffDiving,4,1446,1533,video_validation_0000165,1487
Diving,7,1446,1533,video_validation_0000165,1488
CliffDiving,4,1749,1845,video_validation_0000165,1795
Diving,7,1749,1845,video_validation_0000165,1796
CliffDiving,4,1989,2079,video_validation_0000165,2031
Diving,7,1989,2079,video_validation_0000165,2033
CliffDiving,4,2682,2865,video_validation_0000165,2771
Diving,7,2682,2865,video_validation_0000165,2772
CliffDiving,4,2349,2484,video_validation_0000166,2415
Diving,7,2349,2484,video_validation_0000166,2416
CliffDiving,4,2514,2571,video_validation_0000166,2540
Diving,7,2514,2571,video_validation_0000166,2542
CliffDiving,4,2718,2889,video_validation_0000166,2801
Diving,7,2718,2889,video_validation_0000166,2802
CliffDiving,4,3048,3150,video_validation_0000166,3097
Diving,7,3048,3150,video_validation_0000166,3098
CliffDiving,4,3402,3504,video_validation_0000166,3451
Diving,7,3402,3504,video_validation_0000166,3452
CliffDiving,4,186,438,video_validation_0000167,312
Diving,7,186,438,video_validation_0000167,313
CliffDiving,4,450,648,video_validation_0000167,547
Diving,7,450,648,video_validation_0000167,549
CliffDiving,4,660,816,video_validation_0000167,735
Diving,7,660,816,video_validation_0000167,736
CliffDiving,4,924,1185,video_validation_0000167,1052
Diving,7,924,1185,video_validation_0000167,1053
CliffDiving,4,1320,1506,video_validation_0000167,1410
Diving,7,1320,1506,video_validation_0000167,1411
CliffDiving,4,1926,2202,video_validation_0000167,2063
Diving,7,1926,2202,video_validation_0000167,2061
CliffDiving,4,2562,2631,video_validation_0000167,2593
Diving,7,2562,2631,video_validation_0000167,2595
CliffDiving,4,2670,2727,video_validation_0000167,2696
Diving,7,2670,2727,video_validation_0000167,2697
CliffDiving,4,2754,2826,video_validation_0000167,2788
Diving,7,2754,2826,video_validation_0000167,2789
CliffDiving,4,3159,3258,video_validation_0000167,3205
Diving,7,3159,3258,video_validation_0000167,3207
CliffDiving,4,3279,3342,video_validation_0000167,3306
Diving,7,3279,3342,video_validation_0000167,3308
CliffDiving,4,4098,4257,video_validation_0000167,4176
Diving,7,4098,4257,video_validation_0000167,4175
CliffDiving,4,4260,4440,video_validation_0000167,4349
Diving,7,4260,4440,video_validation_0000167,4350
CliffDiving,4,4452,4515,video_validation_0000167,4481
Diving,7,4452,4515,video_validation_0000167,4482
CliffDiving,4,4590,4662,video_validation_0000167,4624
Diving,7,4590,4662,video_validation_0000167,4626
CliffDiving,4,4746,4812,video_validation_0000167,4777
Diving,7,4746,4812,video_validation_0000167,4778
CliffDiving,4,4830,4896,video_validation_0000167,4858
Diving,7,4830,4896,video_validation_0000167,4862
CliffDiving,4,4929,4986,video_validation_0000167,4958
Diving,7,4929,4986,video_validation_0000167,4956
CliffDiving,4,5019,5076,video_validation_0000167,5046
Diving,7,5019,5076,video_validation_0000167,5047
CliffDiving,4,5085,5154,video_validation_0000167,5119
Diving,7,5085,5154,video_validation_0000167,5120
CliffDiving,4,5175,5364,video_validation_0000167,5268
Diving,7,5175,5364,video_validation_0000167,5269
CliffDiving,4,5487,5580,video_validation_0000167,5531
Diving,7,5487,5580,video_validation_0000167,5532
CliffDiving,4,5592,5673,video_validation_0000167,5631
Diving,7,5592,5673,video_validation_0000167,5632
CliffDiving,4,5679,5742,video_validation_0000167,5708
Diving,7,5679,5742,video_validation_0000167,5709
CliffDiving,4,423,528,video_validation_0000168,474
Diving,7,423,528,video_validation_0000168,476
CliffDiving,4,615,711,video_validation_0000168,661
Diving,7,615,711,video_validation_0000168,662
CliffDiving,4,780,843,video_validation_0000168,810
Diving,7,780,843,video_validation_0000168,812
CliffDiving,4,924,1017,video_validation_0000168,969
Diving,7,924,1017,video_validation_0000168,970
CliffDiving,4,1260,1329,video_validation_0000168,1293
Diving,7,1260,1329,video_validation_0000168,1294
CliffDiving,4,1494,1587,video_validation_0000168,1539
Diving,7,1494,1587,video_validation_0000168,1540
CliffDiving,4,1662,1740,video_validation_0000168,1699
Diving,7,1662,1740,video_validation_0000168,1700
CliffDiving,4,1860,1962,video_validation_0000168,1910
Diving,7,1860,1962,video_validation_0000168,1909
CliffDiving,4,2046,2112,video_validation_0000168,2078
Diving,7,2046,2112,video_validation_0000168,2079
CliffDiving,4,2358,2460,video_validation_0000168,2408
Diving,7,2358,2460,video_validation_0000168,2409
CliffDiving,4,2607,2709,video_validation_0000168,2657
Diving,7,2607,2709,video_validation_0000168,2658
CliffDiving,4,2937,3042,video_validation_0000168,2988
Diving,7,2937,3042,video_validation_0000168,2987
CliffDiving,4,3105,3180,video_validation_0000168,3141
Diving,7,3105,3180,video_validation_0000168,3142
CliffDiving,4,3321,3390,video_validation_0000168,3352
Diving,7,3321,3390,video_validation_0000168,3356
CliffDiving,4,3600,3891,video_validation_0000168,3742
Diving,7,3600,3891,video_validation_0000168,3745
CliffDiving,4,4002,4080,video_validation_0000168,4038
Diving,7,4002,4080,video_validation_0000168,4040
CliffDiving,4,54,159,video_validation_0000169,105
Diving,7,54,159,video_validation_0000169,106
CliffDiving,4,180,213,video_validation_0000169,193
Diving,7,180,213,video_validation_0000169,194
CliffDiving,4,363,420,video_validation_0000169,388
Diving,7,363,420,video_validation_0000169,389
CliffDiving,4,510,546,video_validation_0000169,524
Diving,7,510,546,video_validation_0000169,526
CliffDiving,4,792,837,video_validation_0000169,812
Diving,7,792,837,video_validation_0000169,815
CliffDiving,4,867,918,video_validation_0000169,892
Diving,7,867,918,video_validation_0000169,891
CliffDiving,4,966,1005,video_validation_0000169,982
Diving,7,966,1005,video_validation_0000169,983
CliffDiving,4,1011,1065,video_validation_0000169,1036
Diving,7,1011,1065,video_validation_0000169,1037
CliffDiving,4,1071,1128,video_validation_0000169,1098
Diving,7,1071,1128,video_validation_0000169,1099
CliffDiving,4,1152,1200,video_validation_0000169,1175
Diving,7,1152,1200,video_validation_0000169,1176
CliffDiving,4,1362,1386,video_validation_0000169,1372
Diving,7,1362,1386,video_validation_0000169,1373
CliffDiving,4,1410,1500,video_validation_0000169,1453
Diving,7,1410,1500,video_validation_0000169,1455
CliffDiving,4,1503,1539,video_validation_0000169,1520
Diving,7,1503,1539,video_validation_0000169,1517
CliffDiving,4,1593,1800,video_validation_0000169,1694
Diving,7,1593,1800,video_validation_0000169,1695
CliffDiving,4,1947,2001,video_validation_0000169,1972
Diving,7,1947,2001,video_validation_0000169,1973
CliffDiving,4,2025,2070,video_validation_0000169,2044
Diving,7,2025,2070,video_validation_0000169,2045
CliffDiving,4,2097,2124,video_validation_0000169,2109
Diving,7,2097,2124,video_validation_0000169,2110
CliffDiving,4,2163,2217,video_validation_0000169,2189
Diving,7,2163,2217,video_validation_0000169,2190
CliffDiving,4,2235,2268,video_validation_0000169,2251
Diving,7,2235,2268,video_validation_0000169,2250
CliffDiving,4,2271,2307,video_validation_0000169,2286
Diving,7,2271,2307,video_validation_0000169,2287
CliffDiving,4,2358,2400,video_validation_0000169,2378
Diving,7,2358,2400,video_validation_0000169,2379
CliffDiving,4,2409,2445,video_validation_0000169,2425
Diving,7,2409,2445,video_validation_0000169,2426
CliffDiving,4,2481,2583,video_validation_0000169,2528
Diving,7,2481,2583,video_validation_0000169,2531
CliffDiving,4,2598,2640,video_validation_0000169,2618
Diving,7,2598,2640,video_validation_0000169,2619
CliffDiving,4,2664,2706,video_validation_0000169,2684
Diving,7,2664,2706,video_validation_0000169,2682
CliffDiving,4,2805,2871,video_validation_0000169,2837
Diving,7,2805,2871,video_validation_0000169,2836
CliffDiving,4,2883,2916,video_validation_0000169,2897
Diving,7,2883,2916,video_validation_0000169,2899
CliffDiving,4,3141,3174,video_validation_0000169,3155
Diving,7,3141,3174,video_validation_0000169,3156
CliffDiving,4,3177,3228,video_validation_0000169,3200
Diving,7,3177,3228,video_validation_0000169,3201
CliffDiving,4,3258,3315,video_validation_0000169,3284
Diving,7,3258,3315,video_validation_0000169,3285
CliffDiving,4,3408,3459,video_validation_0000169,3432
Diving,7,3408,3459,video_validation_0000169,3433
CliffDiving,4,3462,3519,video_validation_0000169,3488
Diving,7,3462,3519,video_validation_0000169,3489
CliffDiving,4,3579,3642,video_validation_0000169,3609
Diving,7,3579,3642,video_validation_0000169,3608
CliffDiving,4,3642,3678,video_validation_0000169,3656
Diving,7,3642,3678,video_validation_0000169,3660
CliffDiving,4,3681,3729,video_validation_0000169,3704
Diving,7,3681,3729,video_validation_0000169,3705
CliffDiving,4,3732,3783,video_validation_0000169,3755
Diving,7,3732,3783,video_validation_0000169,3757
CliffDiving,4,3783,3807,video_validation_0000169,3792
Diving,7,3783,3807,video_validation_0000169,3794
CliffDiving,4,3819,3855,video_validation_0000169,3835
Diving,7,3819,3855,video_validation_0000169,3836
CliffDiving,4,3858,3894,video_validation_0000169,3875
Diving,7,3858,3894,video_validation_0000169,3874
CliffDiving,4,3897,3939,video_validation_0000169,3915
Diving,7,3897,3939,video_validation_0000169,3918
CliffDiving,4,4038,4095,video_validation_0000169,4062
Diving,7,4038,4095,video_validation_0000169,4066
CliffDiving,4,4308,4323,video_validation_0000169,4314
Diving,7,4308,4323,video_validation_0000169,4315
CliffDiving,4,4539,4584,video_validation_0000169,4558
Diving,7,4539,4584,video_validation_0000169,4559
CliffDiving,4,4680,4731,video_validation_0000169,4703
Diving,7,4680,4731,video_validation_0000169,4704
CliffDiving,4,4758,4779,video_validation_0000169,4768
Diving,7,4758,4779,video_validation_0000169,4766
CliffDiving,4,4785,4809,video_validation_0000169,4795
Diving,7,4785,4809,video_validation_0000169,4796
CliffDiving,4,4821,4827,video_validation_0000169,4821
Diving,7,4821,4827,video_validation_0000169,4822
CliffDiving,4,4905,4962,video_validation_0000169,4931
Diving,7,4905,4962,video_validation_0000169,4933
CliffDiving,4,5118,5169,video_validation_0000169,5141
Diving,7,5118,5169,video_validation_0000169,5142
CliffDiving,4,5184,5241,video_validation_0000169,5210
Diving,7,5184,5241,video_validation_0000169,5211
CliffDiving,4,5274,5316,video_validation_0000169,5292
Diving,7,5274,5316,video_validation_0000169,5293
CliffDiving,4,669,762,video_validation_0000170,716
Diving,7,669,762,video_validation_0000170,717
CliffDiving,4,2826,2973,video_validation_0000170,2898
Diving,7,2826,2973,video_validation_0000170,2899
CliffDiving,4,3711,3828,video_validation_0000170,3767
Diving,7,3711,3828,video_validation_0000170,3770
CliffDiving,4,4818,5064,video_validation_0000170,4939
Diving,7,4818,5064,video_validation_0000170,4940
CliffDiving,4,5601,5712,video_validation_0000170,5652
Diving,7,5601,5712,video_validation_0000170,5655
CliffDiving,4,5982,6135,video_validation_0000170,6057
Diving,7,5982,6135,video_validation_0000170,6058
CricketBowling,5,78,108,video_validation_0000171,92
CricketShot,6,102,132,video_validation_0000171,115
CricketBowling,5,2463,2517,video_validation_0000171,2488
CricketShot,6,2508,2565,video_validation_0000171,2534
CricketBowling,5,2715,2748,video_validation_0000171,2732
CricketShot,6,2751,2784,video_validation_0000171,2766
CricketBowling,5,2988,3039,video_validation_0000171,3011
CricketShot,6,3063,3087,video_validation_0000171,3072
CricketBowling,5,3282,3336,video_validation_0000171,3307
CricketShot,6,3342,3426,video_validation_0000171,3382
CricketBowling,5,420,492,video_validation_0000172,454
CricketBowling,5,972,1023,video_validation_0000172,996
CricketBowling,5,1482,1554,video_validation_0000172,1516
CricketBowling,5,1977,2067,video_validation_0000172,2019
CricketBowling,5,2451,2520,video_validation_0000172,2482
CricketBowling,5,2919,2991,video_validation_0000172,2954
CricketBowling,5,168,249,video_validation_0000173,206
CricketBowling,5,426,447,video_validation_0000173,435
CricketShot,6,444,492,video_validation_0000173,467
CricketBowling,5,612,648,video_validation_0000173,629
CricketShot,6,639,660,video_validation_0000173,648
CricketBowling,5,825,855,video_validation_0000173,838
CricketShot,6,849,870,video_validation_0000173,857
CricketBowling,5,930,960,video_validation_0000173,943
CricketShot,6,951,984,video_validation_0000173,966
CricketBowling,5,1287,1320,video_validation_0000173,1301
CricketShot,6,1320,1344,video_validation_0000173,1329
CricketBowling,5,1854,1884,video_validation_0000173,1868
CricketShot,6,1884,1920,video_validation_0000173,1902
CricketBowling,5,1992,2055,video_validation_0000173,2023
CricketBowling,5,2217,2250,video_validation_0000173,2231
CricketShot,6,2247,2268,video_validation_0000173,2255
CricketBowling,5,2400,2580,video_validation_0000173,2489
CricketBowling,5,2724,2769,video_validation_0000173,2745
CricketShot,6,2748,2769,video_validation_0000173,2757
CricketBowling,5,2958,3000,video_validation_0000173,2976
CricketBowling,5,3114,3153,video_validation_0000173,3131
CricketBowling,5,3351,3390,video_validation_0000173,3368
CricketBowling,5,3579,3609,video_validation_0000173,3592
CricketShot,6,3591,3624,video_validation_0000173,3607
CricketShot,6,4254,4371,video_validation_0000173,4310
CricketBowling,5,4383,4404,video_validation_0000173,4392
CricketBowling,5,4599,4650,video_validation_0000173,4621
CricketShot,6,4620,4662,video_validation_0000173,4640
CricketBowling,5,4863,4902,video_validation_0000173,4881
CricketShot,6,4881,4920,video_validation_0000173,4900
CricketBowling,5,5049,5100,video_validation_0000173,5073
CricketShot,6,5061,5133,video_validation_0000173,5097
CricketBowling,5,5235,5259,video_validation_0000173,5244
CricketShot,6,5244,5265,video_validation_0000173,5253
CricketBowling,5,5358,5394,video_validation_0000173,5375
CricketBowling,5,5493,5538,video_validation_0000173,5514
CricketShot,6,5547,5631,video_validation_0000173,5588
CricketShot,6,5739,5787,video_validation_0000173,5761
CricketBowling,5,6123,6237,video_validation_0000173,6181
CricketBowling,5,225,273,video_validation_0000174,246
CricketBowling,5,771,846,video_validation_0000174,808
CricketBowling,5,1269,1371,video_validation_0000174,1319
CricketBowling,5,1734,1815,video_validation_0000174,1772
CricketBowling,5,3561,3645,video_validation_0000174,3602
CricketBowling,5,4056,4119,video_validation_0000174,4086
CricketBowling,5,2022,2244,video_validation_0000175,2132
CricketBowling,5,9,33,video_validation_0000176,19
CricketShot,6,33,81,video_validation_0000176,55
CricketBowling,5,120,141,video_validation_0000176,131
CricketShot,6,141,174,video_validation_0000176,157
CricketBowling,5,201,225,video_validation_0000176,212
CricketShot,6,225,267,video_validation_0000176,246
CricketBowling,5,303,333,video_validation_0000176,317
CricketShot,6,336,357,video_validation_0000176,343
CricketBowling,5,387,414,video_validation_0000176,399
CricketShot,6,414,441,video_validation_0000176,427
CricketBowling,5,492,510,video_validation_0000176,501
CricketShot,6,510,546,video_validation_0000176,525
CricketBowling,5,591,612,video_validation_0000176,600
CricketShot,6,612,636,video_validation_0000176,623
CricketBowling,5,663,699,video_validation_0000176,680
CricketShot,6,687,711,video_validation_0000176,697
CricketBowling,5,741,771,video_validation_0000176,755
CricketShot,6,762,795,video_validation_0000176,777
CricketBowling,5,864,894,video_validation_0000176,877
CricketShot,6,891,927,video_validation_0000176,906
CricketBowling,5,975,1005,video_validation_0000176,988
CricketShot,6,999,1032,video_validation_0000176,1015
CricketBowling,5,1062,1098,video_validation_0000176,1079
CricketShot,6,1095,1125,video_validation_0000176,1109
CricketBowling,5,1182,1212,video_validation_0000176,1194
CricketShot,6,1206,1239,video_validation_0000176,1223
CricketBowling,5,1266,1302,video_validation_0000176,1283
CricketShot,6,1296,1326,video_validation_0000176,1310
CricketBowling,5,1338,1371,video_validation_0000176,1354
CricketShot,6,1365,1398,video_validation_0000176,1380
CricketBowling,5,1407,1425,video_validation_0000176,1415
CricketShot,6,1416,1452,video_validation_0000176,1433
CricketBowling,5,1497,1530,video_validation_0000176,1511
CricketShot,6,1521,1557,video_validation_0000176,1538
CricketBowling,5,1581,1602,video_validation_0000176,1592
CricketShot,6,1596,1614,video_validation_0000176,1603
CricketBowling,5,1650,1689,video_validation_0000176,1667
CricketShot,6,1686,1707,video_validation_0000176,1697
CricketBowling,5,1722,1761,video_validation_0000176,1740
CricketShot,6,1743,1788,video_validation_0000176,1763
CricketBowling,5,1851,1890,video_validation_0000176,1869
CricketShot,6,1881,1920,video_validation_0000176,1900
CricketBowling,5,1947,1959,video_validation_0000176,1950
CricketShot,6,1947,1980,video_validation_0000176,1960
CricketBowling,5,2064,2079,video_validation_0000176,2072
CricketShot,6,2073,2100,video_validation_0000176,2086
CricketBowling,5,2157,2187,video_validation_0000176,2171
CricketShot,6,2172,2214,video_validation_0000176,2192
CricketBowling,5,2253,2283,video_validation_0000176,2266
CricketShot,6,2277,2307,video_validation_0000176,2290
CricketBowling,5,2343,2370,video_validation_0000176,2356
CricketShot,6,2361,2409,video_validation_0000176,2382
CricketBowling,5,2478,2508,video_validation_0000176,2492
CricketShot,6,2496,2547,video_validation_0000176,2521
CricketBowling,5,2625,2652,video_validation_0000176,2636
CricketShot,6,2640,2679,video_validation_0000176,2659
CricketBowling,5,2706,2721,video_validation_0000176,2711
CricketShot,6,2709,2745,video_validation_0000176,2724
CricketBowling,5,2778,2823,video_validation_0000176,2800
CricketShot,6,2805,2835,video_validation_0000176,2818
CricketBowling,5,2856,2883,video_validation_0000176,2869
CricketShot,6,2868,2919,video_validation_0000176,2889
CricketBowling,5,2964,3000,video_validation_0000176,2980
CricketShot,6,2979,3021,video_validation_0000176,3000
CricketBowling,5,3063,3099,video_validation_0000176,3078
CricketShot,6,3075,3144,video_validation_0000176,3107
CricketBowling,5,3192,3210,video_validation_0000176,3200
CricketShot,6,3204,3231,video_validation_0000176,3216
CricketBowling,5,3309,3345,video_validation_0000176,3326
CricketShot,6,3333,3366,video_validation_0000176,3350
CricketBowling,5,3375,3396,video_validation_0000176,3386
CricketShot,6,3390,3423,video_validation_0000176,3405
CricketBowling,5,3507,3549,video_validation_0000176,3528
CricketShot,6,3528,3573,video_validation_0000176,3549
CricketBowling,5,3612,3639,video_validation_0000176,3622
CricketShot,6,3627,3678,video_validation_0000176,3650
CricketBowling,5,3705,3726,video_validation_0000176,3713
